"","votes","user_id","review_id","stars","date","text","type","business_id"
"74","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","l-KVyeKBFWpAttOKBcM07A","hTRtkwuO8wEPhQfob-kh5w",4,"2008-12-03","The biggest breakfast in Pittsburgh, as far as I can tell - and delicious and cheap too. I ordered some mix of eggs, bacon and pancakes - and got 2 dinner-sized plates, one loaded with pancakes and the other stuffed with eggs, bacon, and home fries. Oh, a","review","b9WZJp5L1RZr4F1nxclOoQ"
"75","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","dxJK0ZLxRsQY16-wwKjzIQ","hvWEpeM6B8-DfS5vpz5FDQ",5,"2009-03-10","Cheap, unpretentious, and, for this, one of my favorite breakfast joints in the country.  Simply put I LOVE it here.  The mixed grill, the sausage and egg on a biscuit, the home fries.  This it the very definition of diner.  Thank you Gab 'n' Eat!","review","b9WZJp5L1RZr4F1nxclOoQ"
"76","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","gl46Pxc4OzLai8JVyxUIwA","b2REC3pxNuFWLFVhY0uUjw",5,"2009-04-07","Okay, let's first set expectations.  This place is a true DIVE...this is not for the NYC foodie crowd.  If you want a down home, large portion awesome breakfast, this is the place.  The place is packed with happy diners, the server was very friendly in a ","review","b9WZJp5L1RZr4F1nxclOoQ"
"77","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","tgKy3r3vI7xMO8ZPh86M3Q","QUTm6jM1Hrn2Uu1c7Q2WrQ",4,"2009-08-20","I miss this place. When I return home to pittsburgh this is always a must to ease myself into a saturday morning recovery after getting banged up on cheap south side cocktails the night before. When I think of pittsburgh, I remember cutting morning classe","review","b9WZJp5L1RZr4F1nxclOoQ"
"78","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","Yv0JrZLmUWBmsWwaxuRQtg","ifRZpPzLrInrEmZ4dGEFjA",5,"2010-03-07","I've lived in Pittsburgh for 6 years, and in Carnegie for over 2 years, and by far, this is the best greasy spoon joint I've found. If you can stomach the wait (no reservations, naturally), you'll enjoy overflowing plates of goodness, thanks to the well-s","review","b9WZJp5L1RZr4F1nxclOoQ"
"79","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","ei4yFnLZMJkxm49KC5Jtww","aI1VlyCs-R74gQrkiBHJqQ",5,"2010-06-28","Love this place.  Never had a bad meal.  Good portions and great people.  Be ready to stand in line.","review","b9WZJp5L1RZr4F1nxclOoQ"
"80","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","9cCTmiJ7hz35rHIdr8n9kA","522RwFpvxPKwVcJa4C3slw",5,"2011-01-05","My favorite breakfast place.  Have good sandwiches also.  Stopped again for Bfast and had the mixed grill--get the small portion unless you are a real MAN!  Mixed grill has sausage, (could it be Ricci's?), eggs, onions, and home fries, soooo goooooooood! ","review","b9WZJp5L1RZr4F1nxclOoQ"
"81","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","ob2NmltzrzoNBRDfJqitlg","XQfruJc2C_HOYkEMEOdGhg",4,"2011-02-06","Definitely a greasy spoon! Always packed here and always a wait but worth it. The omelets are really tastey especially with their homemade sausage. I also like the mixed grill.  My parents love their burgers. Took off a star for lumpy booths and really ti","review","b9WZJp5L1RZr4F1nxclOoQ"
"82","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","LgkDx-_5hoNlBrNezwyTtA","eNhuCSjnlUO4FsKnvwwCcA",4,"2011-06-13","If you're looking for no frills but a great breakfast this is the place. I got the mixed grill half portion and was very full. Make sure you have extra calories for the day because they are not afraid to use butter. Loved the breakfast and would go back. ","review","b9WZJp5L1RZr4F1nxclOoQ"
"83","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","bcwr1bFov3PSa1FiGfpc9g","0U1BqZz8XETsdzbVLTv2_g",4,"2011-07-05","Great homemade hot breakfast sausage and a wonderful family restaurant feel. 

Reminds me of the one my parents used to own in Mi. 

Have fun finding a table on the weekend :)","review","b9WZJp5L1RZr4F1nxclOoQ"
"84","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","AY-W59xCVPDaCaOKJOQUhw","cmliNQk3fUcfzmxSBt60XQ",5,"2011-11-15","Great breakfast place. Come hungry. Look for Dick, my dad, and Gino at the counter every a.m. about 0830 and say hi. Try the mixed grill (half).","review","b9WZJp5L1RZr4F1nxclOoQ"
"85","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","q7MrNVt1FE23rwtWmPYWHg","QQocldIYWMrQff9MSTEKyQ",3,"2011-12-05","OK, what is with all of these ""CASH ONLY"" places in Pittsburgh? I can appreciate that some smaller businesses might have trouble installing a credit card system in their store/resturant, but could you perhaps provide an ATM?  In the past, this would deter","review","b9WZJp5L1RZr4F1nxclOoQ"
"86","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","gcjQt9J7TdnMhZGwDHuXcA","hJ-DBQbzez8rjzbTdQvxtw",5,"2012-02-12","BEST DINER IN THE COUNRTY!!! We've been to many famous diners across the country and we still give  Gab and Eat the best rating !! I was a little intimidated when I first walked in and there was like 2 pounds of butter just sitting on top of the homefires","review","b9WZJp5L1RZr4F1nxclOoQ"
"87","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","irPsx5KWCwVX44AlSltXXA","k7uUTQEajb0lQejn58dtWg",5,"2012-02-19","Best French toast ever!! Love the friendly atmosphere, and especially the breakfast. Never been disappointed. You have to try French toast with raisin bread too... yummy!","review","b9WZJp5L1RZr4F1nxclOoQ"
"88","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","1giup8Tfm44sYcFoN3PmwQ","uujhOop1gT59m6XQG-h-EQ",5,"2012-04-05","Great Diner!  Their breakfast is the best in the area!  Lots of  choices and always good.  Love the unique mugs they use for coffee and all the writing on the wall.  Get there early otherwise you will not get a seat!  They have homemade hot/sweet sausage ","review","b9WZJp5L1RZr4F1nxclOoQ"
"89","{""funny"":""1"",""useful"":""3"",""cool"":""2""}","9Ify25DK87s5_u2EhK0_Rg","W1VCaPd82BkBELrFbk97nw",5,"2012-04-07","Readers of my reviews may recall that I once referred to The Dor-Stop as possibly the best breakfast in Pittsburgh.  Well, faithful followers, I must now admit that The Dor-Stop has now been verified as only one of the best.  Why?  That's because Gab and ","review","b9WZJp5L1RZr4F1nxclOoQ"
"90","{""funny"":""2"",""useful"":""3"",""cool"":""2""}","GwcBPWbgjegIxXViOdSuVg","KzI8WstuSYFrX_-YO46gXQ",5,"2012-06-25","Classic breakfast joint.  Grimy looking hole in the wall located on one end of a seedy looking strip mall.  Window is opaque due to the grease so you can't hardly see inside. On the outside, there are about a dozen people waiting to get in.  When you fina","review","b9WZJp5L1RZr4F1nxclOoQ"
"91","{""funny"":""8"",""useful"":""5"",""cool"":""4""}","Nhvkukz5MECqEUQVfh6A6w","BCGT6fIYSztyQK5xTYZX3g",4,"2012-07-15","Yum - freaking - me!

As the other fellower yelpers mentioned - this place is a cash only.    A couple of recommendations:

- Don't eat early in the week 
- I don't recommend wearing any tight clothing (no skinny jeans) - you will not be skinny when you l","review","b9WZJp5L1RZr4F1nxclOoQ"
"92","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","fFXsUH9uLapH_BopOIBKHA","P6lgwMDMRfd7qSpt-MHFew",5,"2012-07-29","Best breakfast spot in the area, If you like diner food it is the place to go. Small, so you will want to avoid the church crowd on Sundays, but the wait is never too long.  Everyone is friendly and has obviously been working there for a while.  If you ar","review","b9WZJp5L1RZr4F1nxclOoQ"
"93","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","1VMTfE5MlQyDIRGWDSNsvA","yNGI6O_AoV0dW0_MiF7RNA",4,"2013-02-21","Great breakfast, good price. You might have to stand outside in line though, so I don't really recommend winter time to go. lol. Very friendly service, interesting coffee mugs. They have great deserts and such also. Bring your cash though as they dont' ta","review","b9WZJp5L1RZr4F1nxclOoQ"
"94","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","rGuk1S7MIU8M9ZE2mulVsg","DaQYAkRoGu-kOYGfHqd9Wg",5,"2013-03-16","I always love a good diner.  Gab and Eat was just what we were looking for on a Saturday morning.  Good food.  Great people. Pittsburgh ambiance. 

This place is obviously a beloved neighborhood gem.  I had french toast and bacon.  The french toast was ma","review","b9WZJp5L1RZr4F1nxclOoQ"
"95","{""funny"":""2"",""useful"":""2"",""cool"":""2""}","ElHMvz-1_xfOl_noq_2Utg","Tmhhfpe6zIBzQZ9_1Z5big",5,"2013-04-08","This is exactly what a breakfast place should be like--comfortable, quirky, unpretentious and with inexpensive, large portioned working class breakfast plates.","review","b9WZJp5L1RZr4F1nxclOoQ"
"96","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","GYSqprhDteK52ILOBaFCIQ","S-Y34-9ujttt9UOm6QjD7A",5,"2013-04-13","On our current road trip of baseball, brews, hockey and diners, we decided to try Gab & Eat based on yelpers rating putting it #1 for breakfast in Pittsburgh area. We have to agree with most other reviewers that this is a place to eat.
We arrived around n","review","b9WZJp5L1RZr4F1nxclOoQ"
"97","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","Dg9xy4ZbsteCBUL_sjaNKA","LTHhgovWBAXquOrDVKx3Yw",4,"2013-09-25","Met my nephew for lunch in Carnegie and he suggested Gab & Eat.   Way to go Justin!  The restaurant is in a strip mall across from the Dairy Queen.  The grill is right up front so you can see them cooking.   They have counter space for eating and tables/b","review","b9WZJp5L1RZr4F1nxclOoQ"
"98","{""funny"":""0"",""useful"":""4"",""cool"":""3""}","PShxCNSE1_YmNDJOFzyTRA","2j88bZAxruuJvTZVoykuFw",5,"2013-10-06","This is a perfect example of what a breakfast diner can be: excellent breakfasts in huge portions for cheap. I had the western omlet and will be getting it or another omlet again soon

The coffee was good, totally serviceable diner coffee. The waitress wa","review","b9WZJp5L1RZr4F1nxclOoQ"
"99","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","HzB5eZLSabmOUDc3ItgIcQ","QjJCkJBBLa3Ahiw4vL3B9w",5,"2013-10-12","Wow! Read the great reviews and I was not let down. Huge portions. The mixed grill was THE best breakfast I've ever had. If you go to Pittsburgh it is a must eat. Service was superb. Friendly staff. Led zeppelin on the walls. .....what else could you ask ","review","b9WZJp5L1RZr4F1nxclOoQ"
"100","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","f6sXlAT1R6F5NMIAeUHpXQ","ooKc6TRmLI6mVD0HTGSM3Q",5,"2013-10-31","I have been coming to Gab n Eat for almost 20 years and They have never let me down. I get a typical breakfast if eggs, ham, toast, and home fries. Delicious as usual. The ambience however is usually lacking. The walls are dark, with writing and signature","review","b9WZJp5L1RZr4F1nxclOoQ"
"101","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","JAe6HSt7J4OtkcFWYJNURA","IJ9-IjWSGLNbIk6GBYzn-w",5,"2014-05-04","A gem. The coffee cups are mismatched . The owner is three feet away from me cooking. The sausage is made for them locally. And the food is frickin awesome. I had the pancakes, my daughter had the sausage and egg sandwich.  Cash only.  Friendly service.","review","b9WZJp5L1RZr4F1nxclOoQ"
"102","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","CiCmxCruMvbXtjQP5FhbLg","g8jO02F66MyA3MMq53d6fQ",5,"2014-09-05","Excellent breakfast and lunch menu. Friendly staff and super food. Modest environment with excellent food. Worth the wait.. dont miss this one. 
Best breakfast and lunch food in the Pgh South Hills hands down.","review","b9WZJp5L1RZr4F1nxclOoQ"
"103","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","1Hx--oyAcojSfqQYERNkig","MTZKEsU_0zZe5XEBoNZHOA",5,"2014-09-30","What a find! I stopped in here for breakfast while in town for business. The service is so friendly I thought I was down south. The service was quick, frankly and felt like I was with family. 
Fantastic poached eggs, Cajun homefries and crispy bacon. Gab ","review","b9WZJp5L1RZr4F1nxclOoQ"
"104","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","ssd4Ac6OoABXZIai_N5Odw","0gO5MWo5TkLMdSo5BXW7Dg",5,"2014-12-28","A fine breakfast joint. You gotta love the small diners. Highly recommended.","review","b9WZJp5L1RZr4F1nxclOoQ"
"105","{""funny"":""2"",""useful"":""2"",""cool"":""1""}","E8K5lVfbsg-x9KX9gOIfzA","ceqgl_4w27yRGv9yijLj9g",5,"2011-12-01","Barb's Country Junction gets a 5 star rating for me because it is truly everything that a Pittsburgh restaurant should be.  In addition to being the apple of my nostalgia's eye, it is also the constant thought of my tummy when I'm hungry on the weekends. ","review","zaXDakTd3RXyOa7sMrUE1g"
"106","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","FyQ9wsYI-17OTSZTnXmNbg","4kAOfPDybemCHIcaWpKqKA",5,"2012-10-14","Great little place. Treats you like a local.Eaten here 3 times a week for a month.  Same overtime. Barb is always here.","review","zaXDakTd3RXyOa7sMrUE1g"
"107","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","QM5uJW2Pop9SjgO0P3z33w","uq6axABEEEHVnemO1G3VTw",5,"2014-02-13","This is a great place to eat and everyone is so friendly. I live right down the street from here but unfortunately, I have only gone a once. Trust me, I will go here more often. The food is great, prices are low, and the staff are friendly. My cousin and ","review","zaXDakTd3RXyOa7sMrUE1g"
"108","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","x2kLEDf4JfnIdIDToLQ9fQ","fkkVew1rKmrljkng92lGtg",2,"2014-07-19","My first time going to Barb's Country Junction and I really wanted to like this place, I really did...however, I didn't.

The food was decent, some was above average and some below but it was overall decent. I got pancakes, bacon and eggs. The pancakes we","review","zaXDakTd3RXyOa7sMrUE1g"
"109","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","S5oBX7uhY4wYyDjvka4cWg","6Ftual_LjWaLHOJ4nvLhiw",3,"2014-11-08","My husband and I tried this place for the first time today. It was easy to find and no problems with parking. It's ""Seat Yourself"", but there were no signs stating this, so we stood there looking like fools for a minute. It took awhile for the waitress to","review","zaXDakTd3RXyOa7sMrUE1g"
"110","{""funny"":""0"",""useful"":""5"",""cool"":""1""}","jykemU4-CaDr-8Lnei-_ZA","QT3MCOoLoT7VUZ38Dd5wMA",3,"2011-01-20","For the price I ended up paying, this place was fine. There was a full kitchen, king bed and TV. I was just surprised at the lack of amenities at the hotel. While I have stayed at other extended stay hotels, I was surprised to find a sign in the room at t","review","zgy27FSnvwdINfk5cXBIyQ"
"111","{""funny"":""1"",""useful"":""0"",""cool"":""0""}","x4Lr_NkzNvEeMjf_qlUD1A","aLHdCGrJoNXPhdoVyextng",4,"2012-03-06","Great value, close drive to city, not much to do around hotel, its a business park. Carnegie city has a few bars and restaurants.","review","zgy27FSnvwdINfk5cXBIyQ"
"112","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","22OgTmm9O84x7v1js4anuw","IOaY8bY38o9wMMuIvqn6rA",4,"2014-01-05","Simple
Rustic
Local
Wait that is every Gordon Ramsey review

My experience at extended Stay America was great. The staff was warm and friendly and made it a point to speak to me every morning as I left and when I returned in the evening. They went out of ","review","zgy27FSnvwdINfk5cXBIyQ"
"113","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","GLP24FIMxbe7W4Ig6OX4cw","pmcnidvQlRKffx-IXwLtDA",4,"2014-07-05","I've stayed at a couple of Extended Stay sites that I found quite satisfactory and this location proved to be just as good. Excellent place to stay while visiting Pittsburgh. It is just a five minute drive to downtown. Location is in a business park area ","review","zgy27FSnvwdINfk5cXBIyQ"
"114","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","fEj7Gb3yXriiiAax9ay8Fg","tchG2uDQ_ZXcFSGF70Xe_g",5,"2014-07-27","Tonya is super sweet and the front desk people are very helpful","review","zgy27FSnvwdINfk5cXBIyQ"
"115","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","80YoAmJsI_3FesVaPSZjpA","B4iyVn2q8ze2thdCaDGS2g",5,"2009-06-18","I have said it on other sites and will repeat here. You MUST try their burgers. They are juicy and delicious with a bun that is perfect. Another must are the fries with Guinness gravy and if you haven't had enough go for the ultimate sleeper, Leek and pot","review","WETE_LykpcnrC1sFcQ5EGg"
"116","{""funny"":""1"",""useful"":""0"",""cool"":""0""}","LwEfyIPU8woMqZsKqrf7NA","RlmEDnnBzh1EsFCQWqmEAw",4,"2011-03-14","Be warned. Don't expect the best service ever. It's not the cleanest place you've been in either. The decor is soccer jerseys from places and teams you've probably never heard of. It's divey, eclectic, and authentic. 

If you're looking for good Irish foo","review","WETE_LykpcnrC1sFcQ5EGg"
