"","categories","name","stars","state","total"
"790","[Pubs, Bars, American (Traditional), Nightlife, Restaurants]","[""Brewske's"",""Santa Fe Mining Company"",""Steiner's Nevada Style Pub"",""The Lodge At Hualapai"",""Lucky Streak at LAS"",""Winchell's Pub & Grill"",""The Lodge at Grand Teton"",""The Pub at Monte Carlo"",""Steiner's A Nevada Style Pub"",""The Lodge at Shelborne"",""Village",3.25,"[""NV""]",14
"791","[Pubs, Bars, Nightlife, Barbeque, Restaurants]","[""Bubba D's BBQ""]",2.5,"[""NV""]",1
"792","[Pubs, Bars, Nightlife, British, Restaurants]","[""Crown & Anchor British Pub"",""Little Crown & Anchor Pub""]",3.75,"[""NV""]",2
"793","[Pubs, Bars, Nightlife, Irish, Restaurants]","[""Fado Irish Pub"",""Three Angry Wives"",""Nine Fine Irishmen""]",3.66666666666667,"[""NV""]",3
"794","[Pubs, Bars, Nightlife, Restaurants]","[""Stake Out"",""Winchell's Pub & Grill""]",4,"[""NV""]",2
"795","[Pubs, Bars, Restaurants, Nightlife, Gastropubs]","[""Michael Mina Pub 1842""]",3.5,"[""NV""]",1
"796","[Pubs, Irish, Nightlife, Bars, Restaurants]","[""Hennessey's Tavern"",""J C Wooloughan Irish Pub"",""R R""]",3.33333333333333,"[""NV""]",3
"797","[Ramen, Japanese, Restaurants]","[""Ramen Misoya Tomi"",""Monta Ramen"",""Shoku Ramen"",""Fukumimi Ramen"",""Ramen Sora"",""JINYA Ramen Bar"",""Ramen Tatsu""]",4,"[""NV""]",7
"798","[Restaurants, American (New), Italian]","[""Casa Di Amore"",""Stratta""]",3.75,"[""NV""]",2
"799","[Restaurants, Brazilian]","[""Texas De Brazil""]",4,"[""NV""]",1
"800","[Restaurants, Event Planning & Services, Barbeque, Caterers]","[""Poppa Naps BBQ""]",5,"[""NV""]",1
"801","[Restaurants, Event Planning & Services, Caterers]","[""Bleu Gourmet""]",4,"[""NV""]",1
"802","[Restaurants, French, Italian]","[""Tinoco's Bistro""]",4,"[""NV""]",1
"803","[Restaurants, Italian]","[""3 Tomatoes & A Mozzarella"",""Il Fornaio"",""Bacio"",""Otto Enoteca Pizzeria"",""Nicolo's Cucina Italiana"",""Rao's"",""Trattoria Reggiano"",""Italia Express"",""Antonio's Italian Ristorante"",""Capo's Italian Cuisine"",""Buca di Beppo Italian Restaurant"",""Carmine's Pizza ",3.49514563106796,"[""NV""]",103
"804","[Restaurants, Japanese, Italian]","[""Trattoria Nakamura-Ya""]",4,"[""NV""]",1
"805","[Restaurants, Karaoke, Filipino, Nightlife]","[""Gimik da Lounge""]",3.5,"[""NV""]",1
"806","[Restaurants, Karaoke, Nightlife]","[""Aqua Restaurant and Lounge""]",4,"[""NV""]",1
"807","[Restaurants, Mediterranean, Italian]","[""Luciano Garden"",""Casanova""]",3.75,"[""NV""]",2
"808","[Restaurants, Pizza, Brazilian]","[""Boca Do Brasil""]",3.5,"[""NV""]",1
"809","[Restaurants, Pizza, Food Court, Italian]","[""Sbarro Italian Eatery""]",3,"[""NV""]",1
"810","[Restaurants, Pizza, Italian]","[""Morettis Eatery"",""Mama D's Pizzeria"",""Wolfgang Puck Pizzeria & Cucina"",""Parma By Chef Marc"",""Pizzeria Enzo Restaurant"",""Prima Pasta"",""Amore Taste of Chicago"",""Cafe Verdi"",""Vit's Pizza"",""Roma Garden"",""Little Caesars Pizza"",""Nora's Cuisine"",""Sophia's Pizz",3.35,"[""NV""]",30
"811","[Restaurants, Pool Halls, Nightlife, Italian]","[""Best Billiards""]",4,"[""NV""]",1
"812","[Restaurants, Turkish]","[""Ibo Turkish and Mediterranean Restaurant""]",2.5,"[""NV""]",1
"813","[Restaurants, Vegan, Gluten-Free, Italian]","[""Mac Shack""]",4,"[""NV""]",1
"814","[Restaurants]","[""Good2Go"",""Blueberry Hill Family Restaurant"",""Very Venice"",""Sinatra"",""Wienerschnitzel"",""Atlanta Bread Company"",""Johnny Vegas Grill"",""Iron Skillet"",""Lakeside"",""Taqueria El Tizon Grill"",""Rendezvous Cafe"",""Encore Beach Club"",""Mizumi"",""Kentucky Fried Chicken",3.3625,"[""NV""]",40
"815","[Russian, Restaurants]","[""Cafe Mayakovsky"",""Tverskaya Russian Restaurant"",""Eliseevsky Restaurant""]",4.33333333333333,"[""NV""]",3
"816","[Salad, Sandwiches, Barbeque, Restaurants]","[""Nevada Chicken Cafe""]",3.5,"[""NV""]",1
"817","[Sandwiches, American (New), Cafes, Restaurants]","[""Paradise Cafe""]",3,"[""NV""]",1
"818","[Sandwiches, American (Traditional), Cafes, Restaurants]","[""Cabana Grill"",""The Cafe at Monte Carlo""]",3,"[""NV""]",2
"819","[Sandwiches, Barbeque, Restaurants]","[""Famous Dave's BBQ"",""Famous Dave's""]",3.5,"[""NV""]",2
"820","[Sandwiches, Bars, Pizza, Nightlife, Restaurants]","[""Putter's Bar & Grill""]",4.5,"[""NV""]",1
"821","[Sandwiches, Bars, Restaurants, Sports Bars, Nightlife]","[""Home Team Sports""]",2,"[""NV""]",1
"822","[Sandwiches, Chicken Wings, Restaurants]","[""Mom's Good Eats""]",3.5,"[""NV""]",1
"823","[Sandwiches, Delis, Breakfast & Brunch, Restaurants]","[""Backstage Deli""]",3.5,"[""NV""]",1
"824","[Sandwiches, Delis, Restaurants, Event Planning & Services, Caterers]","[""HoneyBaked""]",4,"[""NV""]",1
"825","[Sandwiches, Food Stands, Restaurants]","[""Muncheeze""]",3,"[""NV""]",1
"826","[Sandwiches, French, Restaurants]","[""Normandie""]",4,"[""NV""]",1
"827","[Sandwiches, Pizza, Chicken Wings, Restaurants]","[""Domino's Pizza""]",2.875,"[""NV""]",20
"828","[Sandwiches, Restaurants]","[""Munch A Sub"",""Cafe Zupas"",""Quiznos Subs"",""Quiznos Sub"",""the Goodwich"",""Boardhouse Serious Sandwich"",""Einstein Bros"",""Dad's Grilled Cheese"",""Quizno's"",""Bella Panini"",""Eat 'em Sandwiches"",""Arbys"",""Jimmy John's Gourmet Sandwiches"",""Quiznos"",""Jimmy John's"",",3.47311827956989,"[""NV""]",93
"829","[Sandwiches, Salad, Restaurants]","[""Taste Market & Deli"",""Heidi's Brooklyn Deli"",""LA Subs & Salads""]",3.25,"[""NV""]",4
"830","[Seafood, American (New), Hawaiian, Restaurants]","[""Tommy Bahama Restaurant & Bar - Las Vegas""]",4,"[""NV""]",1
"831","[Seafood, American (New), Latin American, Restaurants]","[""Latin Fish""]",4,"[""NV""]",1
"832","[Seafood, American (New), Restaurants]","[""American Fish"",""Lobster Chowder Company"",""Emeril's New Orleans Fish House"",""Silk Road""]",3.25,"[""NV""]",4
"833","[Seafood, American (Traditional), Breakfast & Brunch, Restaurants]","[""Overlook Grill""]",3.5,"[""NV""]",1
"834","[Seafood, American (Traditional), Cajun/Creole, Restaurants]","[""Hot N Juicy Crawfish""]",4,"[""NV""]",1
"835","[Seafood, American (Traditional), Restaurants]","[""Joes Crab Shack"",""Red Lobster"",""Joe's Crab Shack"",""Aureole"",""Shucks Tavern""]",3.58333333333333,"[""NV""]",6
"836","[Seafood, Asian Fusion, Restaurants]","[""Sea Harbour"",""Crustacean Restaurant""]",3.25,"[""NV""]",2
"837","[Seafood, Asian Fusion, Taiwanese, Restaurants]","[""Pot Tea Social House""]",4,"[""NV""]",1
"838","[Seafood, Barbeque, Chinese, Restaurants]","[""Hong Kong Garden Seafood & BBQ Cafe""]",3.5,"[""NV""]",1
"839","[Seafood, Barbeque, Hawaiian, Restaurants]","[""#1 Hawaiian Barbecue""]",2.5,"[""NV""]",1
"840","[Seafood, Bars, Caribbean, Nightlife, Restaurants]","[""Bahama Breeze""]",4,"[""NV""]",1
"841","[Seafood, Bars, Nightlife, Lounges, Restaurants]","[""Mickie Finnz""]",2.5,"[""NV""]",1
"842","[Seafood, Bars, Restaurants, Sports Bars, Nightlife]","[""Shucks Tavern & Oyster Bar""]",4,"[""NV""]",1
"843","[Seafood, Buffets, Chinese, Restaurants]","[""Buffet At Asia""]",2.5,"[""NV""]",1
"844","[Seafood, Buffets, Restaurants]","[""Village Seafood Buffet""]",3.5,"[""NV""]",1
"845","[Seafood, Cajun/Creole, Restaurants]","[""The Boiling Crab"",""Hot N Juicy Crawfish""]",4,"[""NV""]",2
"846","[Seafood, Cantonese, Dim Sum, Chinese, Restaurants]","[""Harbor Palace"",""Chang's Hong Kong Cuisine""]",3,"[""NV""]",2
"847","[Seafood, Cheesesteaks, Sandwiches, Restaurants]","[""Straight From Philly Stakeout""]",3,"[""NV""]",1
"848","[Seafood, Chicken Wings, Restaurants]","[""Wing Heaven""]",3,"[""NV""]",1
"849","[Seafood, Chinese, Restaurants]","[""Capital Seafood Restaurant"",""Joyful House Chinese Cuisine"",""Empress Court""]",3.5,"[""NV""]",3
"850","[Seafood, Comfort Food, Southern, Restaurants]","[""The Hush Puppy""]",3.5,"[""NV""]",1
"851","[Seafood, Dim Sum, Chinese, Restaurants]","[""The Jade Restaurant"",""Harbor Palace Seafood Restaurant""]",2.75,"[""NV""]",2
"852","[Seafood, Fast Food, Chinese, Restaurants]","[""China Wan Wan""]",4,"[""NV""]",1
"853","[Seafood, Fast Food, Restaurants]","[""Long John Silver's""]",2.5,"[""NV""]",3
"854","[Seafood, Fish & Chips, Restaurants]","[""Seafood Shack""]",3.5,"[""NV""]",1
"855","[Seafood, Mexican, Nightlife, Dance Clubs, Restaurants]","[""La Costa Grill Restaurant Bar & Night Club""]",2.5,"[""NV""]",1
"856","[Seafood, Mexican, Restaurants]","[""Las Islitas"",""Coasta Cantina"",""Wahoo's Fish Tacos"",""Mariscos Playa Escondida"",""Blue Agave"",""Casa Don Juan"",""La Playita Restaurant"",""Las Islitas Mariscos"",""Mariscos El Dorado"",""El Camaron Jarocho""]",3.72727272727273,"[""NV""]",11
"857","[Seafood, Restaurants, Italian]","[""North Beach Italian Bistro"",""Carrabba's"",""Mastrioni's"",""Piero's Italian Cuisine""]",4.125,"[""NV""]",4
"858","[Seafood, Restaurants]","[""McCormick & Schmick's"",""Joes Crab Shack"",""Buzios Seafood Restaurant"",""Landry's Seafood"",""Seafood Station"",""Rockin' Baja Lobster"",""Tides Oyster Bar"",""Fulton Fish Market"",""Bonefish Grill"",""Lobster Me - Miracle Mile Shops"",""Crab Corner"",""Joe's Crab Shack"",",3.39393939393939,"[""NV""]",33
"859","[Seafood, Sandwiches, Restaurants]","[""Mr D'z Fish House""]",4.5,"[""NV""]",1
"860","[Seafood, Southern, Restaurants]","[""Louis's Fish Camp"",""Southern Style Eatery"",""The Hush Puppy""]",3.16666666666667,"[""NV""]",3
"861","[Seafood, Steakhouses, American (New), Restaurants]","[""P.J. Clarke's New York Chophouse"",""Biscayne Steak, Sea and Wine"",""Palm Restaurant""]",4,"[""NV""]",3
"862","[Seafood, Steakhouses, American (Traditional), Restaurants]","[""Tony Roma's""]",3,"[""NV""]",1
"863","[Seafood, Steakhouses, Asian Fusion, Restaurants]","[""Restaurant Charlie""]",4,"[""NV""]",1
"864","[Seafood, Steakhouses, Cajun/Creole, Restaurants]","[""Rhythm Kitchen""]",3.5,"[""NV""]",1
"865","[Seafood, Steakhouses, Restaurants]","[""Mastro's Ocean Club"",""Triple George Grill"",""Legends Steak and Seafood"",""Joe's Seafood Prime Steak & Stone Crab"",""R Steak & Seafood"",""Neros"",""Kokomo's Steak & Seafood"",""The Broiler"",""Chart House"",""Twin Creeks"",""The Tillerman"",""Alan Albert's"",""Canal Stree",3.8,"[""NV""]",15
"866","[Seafood, Steakhouses, Salad, Restaurants]","[""MRKT""]",4,"[""NV""]",1
"867","[Seafood, Sushi Bars, Asian Fusion, Restaurants]","[""Fish N Bowl""]",4.5,"[""NV""]",1
"868","[Seafood, Sushi Bars, Japanese, Restaurants]","[""Umiya"",""Yellowfin Sushi & Grill""]",4.5,"[""NV""]",2
"869","[Seafood, Sushi Bars, Restaurants]","[""RM Seafood""]",3.5,"[""NV""]",1
"870","[Shanghainese, Chinese, Restaurants]","[""Edamame Restaurant"",""Bund Shanghai""]",3.5,"[""NV""]",2
"871","[Shanghainese, Dim Sum, Chinese, Restaurants]","[""Three Villages Restaurant""]",4,"[""NV""]",1
"872","[Shanghainese, Szechuan, Dim Sum, Chinese, Restaurants]","[""1900 Asian Cuisine""]",3,"[""NV""]",1
"873","[Shopping Centers, Arts & Entertainment, American (New), Shopping, Cinema, Restaurants]","[""Neonopolis""]",2.5,"[""NV""]",1
"874","[Shopping Centers, Shopping, Chinese, Restaurants]","[""Las Vegas Chinatown Plaza""]",3.5,"[""NV""]",1
"875","[Soul Food, American (Traditional), Chicken Wings, Restaurants]","[""Harold's Chicken & Fish""]",3,"[""NV""]",1
"876","[Soul Food, Barbeque, Restaurants]","[""TC's Rib Crib""]",3.5,"[""NV""]",1
"877","[Soul Food, Bars, Nightlife, Lounges, Restaurants]","[""Seven Seas Restaurant & Lounge""]",4,"[""NV""]",1
"878","[Soul Food, Cafes, Restaurants]","[""Mamma's Boy Cafe""]",3.5,"[""NV""]",1
"879","[Soul Food, Cajun/Creole, Barbeque, Restaurants]","[""Big Paul's BBQ""]",3,"[""NV""]",1
"880","[Soul Food, Restaurants]","[""Granny's Kitchen ...... Soul Food"",""Angie's Soul Food Kitchen"",""Legends Cafe"",""M & M Soul Food"",""EllaEm's Soul Food"",""M & M Chicken and Waffles"",""Soul Foo Young""]",3.92857142857143,"[""NV""]",7
"881","[Soul Food, Seafood, Restaurants]","[""Mr. Willy's Chicken & Fish""]",4,"[""NV""]",1
"882","[Soul Food, Southern, Barbeque, Restaurants]","[""Billy's BBQ"",""Bobby Q Grille"",""Soul Food Cafe""]",4.16666666666667,"[""NV""]",3
"883","[Soul Food, Southern, Restaurants]","[""Kathy's Southern Cooking"",""Gritz Cafe"",""M & M Soul Food Cafe""]",4,"[""NV""]",3
"884","[Soup, Pizza, Mediterranean, Restaurants]","[""Sofia's Cafe""]",3.5,"[""NV""]",1
"885","[Soup, Restaurants]","[""Souper Salad""]",3,"[""NV""]",1
"886","[Soup, Sandwiches, Salad, Restaurants]","[""Cafe Zupas"",""Panera Bread""]",3.75,"[""NV""]",4
"887","[Soup, Vietnamese, Restaurants]","[""Pho Bosa"",""Pho Hoa""]",3,"[""NV""]",2
"888","[Southern, Barbeque, Restaurants]","[""Pot Liquor CAS"",""Big Mama's Soul Food Rib Shack""]",3.25,"[""NV""]",2
"889","[Southern, Cajun/Creole, Caribbean, Restaurants]","[""Soul 2 Soul Bistro""]",3,"[""NV""]",1
"890","[Southern, Chicken Wings, Restaurants]","[""Sunnys Chicken & Fish""]",4,"[""NV""]",1
"891","[Southern, Restaurants]","[""Guthrie's"",""Mesa Grill"",""Catfish Alley""]",3.75,"[""NV""]",4
"892","[Southern, Sandwiches, Barbeque, Restaurants]","[""Famous Dave's""]",3.5,"[""NV""]",1
"893","[Spanish, Latin American, Mexican, Restaurants]","[""El Santaneco""]",3.5,"[""NV""]",1
"894","[Spanish, Latin American, Restaurants]","[""Amanecer Salvadoreno Restaurant""]",4,"[""NV""]",1
"895","[Spanish, Mexican, Latin American, Restaurants]","[""Mundo Restaurant""]",4,"[""NV""]",1
"896","[Spanish, Restaurants]","[""Antojitos Estilo Michoacan"","" by Jos Andr""]",3.75,"[""NV""]",2
"897","[Spanish, Tapas/Small Plates, Steakhouses, Restaurants]","[""Bazaar Meat by Jos Andr""]",4,"[""NV""]",1
"898","[Steakhouses, American (New), Restaurants]","[""Tom Colicchio's Craftsteak"",""Union Restaurant & Lounge"",""Off The Strip Bistro & Bar"",""Charlie Palmer Steak""]",3.875,"[""NV""]",4
"899","[Steakhouses, American (Traditional), Restaurants]","[""A Cut Above Restaurant"",""Cortez Room""]",3,"[""NV""]",2
"900","[Steakhouses, Argentine, Restaurants]","[""Rincon De Buenos Aires""]",4.5,"[""NV""]",1
"901","[Steakhouses, Bars, American (Traditional), Nightlife, Restaurants]","[""Claim Jumpers"",""Applebee's""]",3.25,"[""NV""]",2
"902","[Steakhouses, Diners, Restaurants]","[""Beso Steakhouse""]",3,"[""NV""]",1
"903","[Steakhouses, French, Restaurants]","[""Eiffel Tower Restaurant"",""Pinot Brasserie""]",3.75,"[""NV""]",2
"904","[Steakhouses, Japanese, Restaurants]","[""Fuji Japanese Restaurant"",""Geisha Steakhouse""]",4.25,"[""NV""]",2
"905","[Steakhouses, Pizza, Restaurants]","[""Philly Steak and Pizza Express""]",2.5,"[""NV""]",1
"906","[Steakhouses, Restaurants, Brazilian]","[""Yolie's Brazilian Steak House"",""Via Brasil Steakhouse""]",3.5,"[""NV""]",2
"907","[Steakhouses, Restaurants, Buffets, Brazilian]","[""Pampas Churrascaria""]",3,"[""NV""]",1
"908","[Steakhouses, Restaurants, Gluten-Free, Brazilian]","[""Texas de Brazil""]",4,"[""NV""]",1
"909","[Steakhouses, Restaurants, Italian]","[""Carnevino"",""Fellini's Ristorante""]",3.5,"[""NV""]",2
"910","[Steakhouses, Restaurants]","[""35 Steaks"",""Golden Steer"",""SW Steakhouse"",""Steakhouse at Bill's"",""Waverly's Steak House"",""Becker's Steakhouse"",""Ron's Steakhouse"",""Binion's Ranch Steak House"",""Montana Meat Company"",""TJ's Steakhouse"",""Old Homestead Steakhouse"",""Primo's Steakhouse"",""Jean",3.72388059701493,"[""NV""]",67
"911","[Steakhouses, Seafood, American (New), Restaurants]","[""FIX"",""Stack Restaurant & Bar""]",3.75,"[""NV""]",2
"912","[Steakhouses, Seafood, American (Traditional), Restaurants]","[""Michael's"",""McCall's Heartland Grill"",""Montana Meat Company"",""Tony Roma's"",""Hugo's Cellar""]",3.5,"[""NV""]",6
"913","[Steakhouses, Seafood, Restaurants, Brazilian]","[""Fogo de Cho Brazilian Steakhouse""]",4.5,"[""NV""]",1
"914","[Steakhouses, Sushi Bars, Japanese, Restaurants]","[""Ohjah Japanese Steakhouse"",""Ohjah Japanese Steakhouse Sushi & Hibachi"",""Geisha House Steak & Sushi"",""Kanji Steak and Sushi"",""Ohjah Japanese Steakhouse Sushi & Hibachi Flamingo"",""Hokkaido Teppanyaki Steak House"",""Hikari""]",4.05555555555556,"[""NV""]",9
"915","[Steakhouses, Sushi Bars, Restaurants]","[""Sushi Tower & Steakhouse""]",4,"[""NV""]",1
"916","[Sushi Bars, American (New), Gluten-Free, Restaurants]","[""CRAVE Restaurant""]",3,"[""NV""]",1
"917","[Sushi Bars, Asian Fusion, Chinese, Restaurants]","[""Chin Chin"",""Fusia"",""Little Buddha Restaurant & Sushi Bar""]",3.33333333333333,"[""NV""]",3
"918","[Sushi Bars, Asian Fusion, Restaurants]","[""Sea Stone""]",3,"[""NV""]",1
"919","[Sushi Bars, Buffets, Japanese, Restaurants]","[""Sushi On Tropicana"",""Sushi Moto"",""Sushi Factory"",""Sushi Hana"",""Nozomi Japanese Restaurant""]",3.5,"[""NV""]",5
"920","[Sushi Bars, Buffets, Restaurants]","[""Inaka Sushi""]",2.5,"[""NV""]",1
"921","[Sushi Bars, Chinese, Restaurants]","[""Koji Restaurant"",""Buffet At Asia""]",3,"[""NV""]",2
"922","[Sushi Bars, Hawaiian, Restaurants]","[""Island Sushi and Grill"",""Island Sushi and Grill Express""]",3.75,"[""NV""]",2
"923","[Sushi Bars, Japanese, Chinese, Restaurants]","[""Hoso Sushi & Lobster Restaurant""]",3.5,"[""NV""]",1
"924","[Sushi Bars, Japanese, Restaurants]","[""Miko's Izakaya"",""Sushi + Sake"",""Sushi Fever"",""Osaka Japanese Bistro Summerlin"",""Sushiko"",""Sasa Sushi"",""Naked Fish's Sushi & Grill"",""Nobu"",""Sushi Mon"",""Okada"",""Sen of Japan"",""Tiger Sushi"",""Sushi House Goyemon"",""Xtreme Sushi"",""Teru Sushi"",""Kobe Sushi Bist",3.62820512820513,"[""NV""]",78
"925","[Sushi Bars, Restaurants]","[""Yama Sushi"",""Brian's Beach Sushi"",""Sushi Loca"",""Sushi Avenue 2"",""The Sushi"",""Sin City Sushi"",""T-Bar Sushi"",""Sumo Sushi 2"",""Blue Fin Sushi & Roll"",""Wayne's Sushi Bar"",""Sushi Dan"",""Oyshi Sushi"",""Doh Sushi & Tapas"",""Kobe Sushi Bar"",""Sushi Twister"",""808 Sus",3.70833333333333,"[""NV""]",24
"926","[Szechuan, Asian Fusion, Thai, Chinese, Restaurants]","[""888 Noodle Bar""]",3,"[""NV""]",1
"927","[Szechuan, Chinese, Restaurants]","[""J & J Szechuan Cuisine"",""Yunnan Garden"",""Taste Of China & Icy Bar"",""Tasty China"",""Szechuan Express"",""The New Jugoo""]",3.58333333333333,"[""NV""]",6
"928","[Szechuan, Fast Food, Chinese, Restaurants]","[""China A Go Go""]",4.5,"[""NV""]",1
"929","[Szechuan, Taiwanese, Chinese, Restaurants]","[""Chef Ching's Kitchen""]",4,"[""NV""]",1
"930","[Taiwanese, Chinese, Restaurants]","[""The Little Kitchen Cafe"",""Yi Mei Champion Taiwan Deli"",""China Mama Restaurant"",""Champion Gourmet"",""Noodle Pot""]",3.6,"[""NV""]",5
"931","[Taiwanese, Restaurants]","[""The Little Kitchen Cafe"",""Ay-Chung Noodle"",""Taiwan Kitchen""]",3.66666666666667,"[""NV""]",3
"932","[Tapas Bars, Bars, Restaurants, Sports Bars, Nightlife]","[""Barefoot Bob's Beach Bar & Gaming""]",3,"[""NV""]",1
"933","[Tapas Bars, Japanese, Restaurants]","[""Kyara Japanese Tapas""]",4,"[""NV""]",1
"934","[Tapas Bars, Restaurants, Italian]","[""Herbs & Rye""]",4,"[""NV""]",1
"935","[Tapas Bars, Restaurants]","[""RE Tapas"",""Match"",""Cafe Ba-Ba-Reeba"",""Firefly"",""La Cave Wine and Food Hideaway"",""Cafe Deia""]",3.41666666666667,"[""NV""]",6
"936","[Tapas Bars, Spanish, Restaurants]","[""Julian Serrano"",""Cafe Ba-Ba-Reeba"",""Barcelona Tapas Restaurant""]",3.66666666666667,"[""NV""]",3
"937","[Tapas Bars, Spanish, Ukrainian, Restaurants]","[""Forte European Tapas Bar and Bistro""]",4,"[""NV""]",1
"938","[Tapas Bars, Steakhouses, Restaurants]","[""STEELES""]",1.5,"[""NV""]",1
"939","[Tapas Bars, Sushi Bars, Restaurants]","[""Izakaya Go""]",4.5,"[""NV""]",1
"940","[Tapas/Small Plates, American (New), Restaurants]","[""Hearthstone Kitchen & Cellar""]",3.5,"[""NV""]",1
"941","[Tapas/Small Plates, Breakfast & Brunch, Mexican, Restaurants]","[""Border Grill""]",4,"[""NV""]",1
"942","[Tapas/Small Plates, Izakaya, Japanese, Restaurants]","[""Yatai Japanese Grill & Pub""]",4.5,"[""NV""]",1
"943","[Tapas/Small Plates, Latin American, Restaurants]","[""Cana Latin Kitchen & Bar""]",3.5,"[""NV""]",1
"944","[Tapas/Small Plates, Mexican, Tex-Mex, Restaurants]","[""Cabo Mexican Restaurant""]",1.5,"[""NV""]",1
"945","[Tapas/Small Plates, Restaurants]","[""221 Wine Bar"",""Nosh & Swig"",""Fleur by Hubert Keller""]",3.66666666666667,"[""NV""]",3
"946","[Tapas/Small Plates, Spanish, Restaurants]","[""Jaleo""]",3.5,"[""NV""]",1
"947","[Tapas/Small Plates, Tapas Bars, Mediterranean, Restaurants]","[""Marbella Tapas""]",3.5,"[""NV""]",1
"948","[Tapas/Small Plates, Tapas Bars, Restaurants]","[""Firefly"",""Firefly on Paradise""]",4.33333333333333,"[""NV""]",3
"949","[Tex-Mex, Restaurants]","[""Don Alejandro's Texan Grill"",""Chili's""]",2,"[""NV""]",2
"950","[Thai, American (Traditional), Chinese, Restaurants]","[""5 Dollar Cafe""]",3.5,"[""NV""]",1
"951","[Thai, Asian Fusion, Chinese, Restaurants]","[""Oriental House""]",4.5,"[""NV""]",1
"952","[Thai, Asian Fusion, Restaurants]","[""The V Thai Cuisine"",""Pan Ocha Soup""]",3.5,"[""NV""]",2
"953","[Thai, Asian Fusion, Szechuan, Chinese, Restaurants]","[""Noodle Shop""]",2,"[""NV""]",1
"954","[Thai, Asian Fusion, Vegetarian, Restaurants]","[""Koolthai Restaurant""]",4,"[""NV""]",1
"955","[Thai, Barbeque, Restaurants]","[""Thai Original BBQ Restaurant""]",3.75,"[""NV""]",2
"956","[Thai, Buffets, Restaurants]","[""Tipps Thai Buffet & Live Cooking Station""]",3,"[""NV""]",1
"957","[Thai, Cantonese, Halal, Chinese, Restaurants]","[""Sakina Thai Cuisine""]",4.5,"[""NV""]",1
"958","[Thai, Chinese, Restaurants]","[""Yummy House"",""Ocha Cuisine"",""Thai Style Noodle House 2"",""Thai Taste"",""Thai Vegas"",""Satay Thai Bistro & Bar"",""Thai House Restaurant"",""Little Dumpling"",""Jacky Chan"",""Asian Express"",""Mr. Chop Chop"",""Asian Garden""]",3.35714285714286,"[""NV""]",14
"959","[Thai, Japanese, Chinese, Restaurants]","[""Pan Asian""]",4.5,"[""NV""]",1
"960","[Thai, Japanese, Restaurants]","[""Taiga Modern Japanese & Thai Restaurant""]",4,"[""NV""]",1
"961","[Thai, Restaurants]","[""Lemongrass"",""Benjarong Authentic Thai Cuisine"",""MK Thai Cuisine"",""Cafe 109"",""Thai Place"",""Corner Thai Kitchen"",""Basil 'n Lime"",""Brown Rice Thai Kitchen"",""Thai Original BBQ"",""Thai Express @ Sahara"",""Thai Cuisine"",""Krung Thai Restaurant"",""Pad Thai Restaur",3.8125,"[""NV""]",64
"962","[Thai, Seafood, Restaurants]","[""Arisra Thai Seafood & Steaks""]",4,"[""NV""]",1
"963","[Thai, Sushi Bars, Asian Fusion, Restaurants]","[""Thai Wasabi""]",4,"[""NV""]",1
"964","[Thai, Sushi Bars, Chinese, Restaurants]","[""Thai Basil""]",3.5,"[""NV""]",1
"965","[Thai, Vegan, Restaurants]","[""Thai Style Noodle House""]",4,"[""NV""]",1
"966","[Thai, Vegetarian, Chinese, Restaurants]","[""Kung Fu Thai & Chinese Restaurant""]",3.5,"[""NV""]",1
"967","[Thai, Vegetarian, Restaurants]","[""Thai Style Noodle House"",""Ping Pong Thai Restaurant"",""Weera Thai Restaurant"",""Kinnaree Thai and Vegetarian""]",4,"[""NV""]",4
"968","[Thai, Vietnamese, Chinese, Restaurants]","[""Hue Thai""]",3.5,"[""NV""]",1
"969","[Thai, Vietnamese, Restaurants]","[""Lilly's Thai & Vietnamese Restaurant""]",3.5,"[""NV""]",2
"970","[Vegetarian, American (Traditional), Cafes, Restaurants]","[""Sonio's Cafe""]",4,"[""NV""]",1
"971","[Vegetarian, Bars, American (New), Nightlife, Restaurants]","[""Yard House""]",4,"[""NV""]",1
"972","[Vegetarian, Buffets, Salad, Restaurants]","[""Sweet Tomatoes""]",3.5,"[""NV""]",2
"973","[Vegetarian, Cafes, Restaurants]","[""Red Velvet Cafe""]",3.5,"[""NV""]",1
"974","[Vegetarian, Chinese, Restaurants]","[""Veggie House""]",4.5,"[""NV""]",1
"975","[Vegetarian, Ethiopian, Restaurants]","[""Dukem Ethiopian Restaurant""]",3.5,"[""NV""]",1
"976","[Vegetarian, Indian, Diners, Restaurants]","[""Saffron Flavors of India""]",4,"[""NV""]",1
"977","[Vegetarian, Indian, Restaurants]","[""Royal Indian Bistro"",""Gandhi India's Cuisine""]",3.5,"[""NV""]",2
"978","[Vegetarian, Indian, Vegan, Restaurants]","[""Samosa Factory""]",4,"[""NV""]",1
"979","[Vegetarian, Mexican, Restaurants]","[""Taco y Taco""]",4.5,"[""NV""]",1
"980","[Vegetarian, Pizza, Restaurants]","[""Daddy's Delights""]",3.5,"[""NV""]",1
"981","[Vegetarian, Shopping, Diners, Drugstores, Restaurants]","[""Huntridge Pharmacy & Soda Fountain""]",4,"[""NV""]",1
"982","[Vegetarian, Thai, Vegan, Restaurants]","[""Komol Restaurant""]",4,"[""NV""]",1
