business_categories,city,review_count
"[Bars, Mexican, Nightlife, Restaurants]",Gilbert,396
"[Bars, Breakfast & Brunch, Wine Bars, Nightlife, Italian, Restaurants]",Gilbert,396
"[Bars, American (Traditional), Caribbean, Nightlife, Restaurants]",Las Vegas,396
"[Seafood, Mexican, Restaurants]",Phoenix,395
"[Restaurants, Italian]",Las Vegas,395
"[Bars, French, Nightlife, Lounges, Steakhouses, Restaurants]",Las Vegas,394
"[Hotels & Travel, Airlines, Transportation]",Phoenix,393
"[Active Life, Amusement Parks]",Las Vegas,393
"[Arts & Entertainment, Performing Arts]",Las Vegas,392
"[American (Traditional), Restaurants]",Las Vegas,391
"[American (Traditional), Barbeque, Restaurants]",Chandler,391
"[Buffets, Restaurants]",Las Vegas,390
"[Arts & Entertainment, Cinema]",Scottsdale,389
"[Vietnamese, Restaurants]",Phoenix,388
"[Food, Bagels, Cafes, Delis, Restaurants]",Las Vegas,386
"[Vegetarian, Mexican, Restaurants]",Scottsdale,384
"[Hotels & Travel, Event Planning & Services, Hotels]",Las Vegas,384
"[Food, Coffee & Tea]",Las Vegas,383
"[Burgers, Hot Dogs, Gluten-Free, Restaurants]",Tempe,383
"[Asian Fusion, Mexican, Chinese, Restaurants]",Chandler,383
"[Restaurants, Italian]",Las Vegas,382
"[Mexican, Restaurants]",Phoenix,382
"[Latin American, Restaurants]",Phoenix,382
"[American (Traditional), Restaurants]",Las Vegas,381
"[Cajun/Creole, Seafood, Restaurants]",Las Vegas,380
"[Breakfast & Brunch, Mexican, Restaurants]",Phoenix,380
"[Japanese, Restaurants]",Las Vegas,379
"[Active Life, Swimming Pools, Dance Clubs, Nightlife]",Las Vegas,377
"[Vietnamese, Restaurants]",Mesa,377
"[Steakhouses, Seafood, American (Traditional), Restaurants]",Las Vegas,377
"[Steakhouses, Restaurants]",Las Vegas,376
"[Shopping Centers, Shopping]",Las Vegas,376
"[Bars, Arts & Entertainment, Arcades, Nightlife]",Las Vegas,375
"[Nightlife, Tapas Bars, Bars, Lounges, Restaurants]",Charlotte,374
"[Food, Juice Bars & Smoothies, American (New), Restaurants]",Las Vegas,374
"[Pizza, Restaurants]",Las Vegas,373
"[Bars, Steakhouses, American (Traditional), Nightlife, Restaurants]",Las Vegas,373
"[Malaysian, Taiwanese, Chinese, Restaurants]",Las Vegas,372
"[Breakfast & Brunch, American (Traditional), American (New), Restaurants]",Las Vegas,372
"[Belgian, Restaurants]",Pittsburgh,372
"[Arts & Entertainment, Cinema]",Phoenix,371
"[American (New), Restaurants]",Las Vegas,371
"[American (New), Cafes, Restaurants]",Phoenix,369
"[Steakhouses, Restaurants]",Phoenix,368
"[Bars, Dance Clubs, Nightlife, Lounges]",Las Vegas,368
"[Bars, Sports Bars, Nightlife]",Las Vegas,367
"[American (Traditional), Hawaiian, Restaurants]",Las Vegas,367
"[Seafood, Cantonese, Dim Sum, Chinese, Restaurants]",Las Vegas,366
"[Casinos, Arts & Entertainment, American (Traditional), Buffets, Restaurants]",Las Vegas,366
"[Thai, Restaurants]",Las Vegas,365
"[Arts & Entertainment, Cinema]",Las Vegas,365
"[Vietnamese, Restaurants]",Phoenix,364
"[Restaurants, Pizza, Italian]",Las Vegas,364
"[German, Pubs, Bars, Nightlife, Restaurants]",Scottsdale,364
"[Restaurants, Italian]",Las Vegas,363
"[Burgers, Restaurants]",Tempe,363
"[Burgers, Restaurants]",Las Vegas,363
"[Bars, Nightlife, Lounges]",Las Vegas,363
"[American (Traditional), Restaurants]",Las Vegas,363
"[Vegetarian, Bars, American (New), Nightlife, Restaurants]",Glendale,362
"[Steakhouses, Restaurants]",Las Vegas,362
"[Italian, American (New), Breakfast & Brunch, Restaurants]",Tempe,361
"[Gastropubs, Comfort Food, Sandwiches, Restaurants]",Scottsdale,361
"[Bars, Performing Arts, Arts & Entertainment, Nightlife, American (New), Restaurants]",Las Vegas,360
"[Sushi Bars, Restaurants]",Tempe,359
"[Latin American, Restaurants]",Phoenix,359
"[Japanese, Restaurants]",Las Vegas,359
"[Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels]",Las Vegas,358
"[Food, Sandwiches, Breweries, Pizza, Restaurants]",Scottsdale,358
"[Arts & Entertainment, Performing Arts]",Las Vegas,358
"[Bars, American (New), American (Traditional), Nightlife, Restaurants]",Las Vegas,357
"[American (New), Restaurants]",Phoenix,357
"[Bars, Asian Fusion, Nightlife, Restaurants]",Las Vegas,356
"[Mexican, Restaurants]",Scottsdale,355
"[American (New), Restaurants]",Phoenix,355
"[Food, Breakfast & Brunch, Bagels, Delis, Restaurants]",Tempe,353
"[Restaurants, Italian]",Las Vegas,353
"[Bars, Cocktail Bars, Nightlife, Lounges]",Las Vegas,353
"[Bars, Caribbean, Nightlife, Lounges, Restaurants]",Phoenix,353
"[Bakeries, Food, French, Restaurants]",Las Vegas,353
"[Bakeries, Food, Cafes, Restaurants]",Tempe,353
[Restaurants],Las Vegas,352
"[Hotels & Travel, Arts & Entertainment, Casinos, Event Planning & Services, Hotels]",Las Vegas,352
"[Food, Burgers, Food Trucks, Restaurants]",Las Vegas,352
"[Arts & Entertainment, Stadiums & Arenas]",Phoenix,351
"[Music Venues, Arts & Entertainment, Nightlife, Dance Clubs]",Las Vegas,351
"[Fast Food, Hot Dogs, American (Traditional), Restaurants]",Scottsdale,350
"[Burgers, Mexican, Restaurants]",Phoenix,350
"[American (New), Sushi Bars, Restaurants]",Las Vegas,350
"[Pubs, Bars, American (New), Nightlife, Restaurants]",Scottsdale,349
"[Mexican, Restaurants]",Henderson,349
"[American (Traditional), Restaurants]",Las Vegas,349
"[Vegetarian, American (New), Mediterranean, Restaurants]",Tempe,348
"[Chinese, Restaurants]",Las Vegas,348
"[Bars, American (New), Nightlife, Lounges, Restaurants]",Las Vegas,348
"[Arts & Entertainment, Botanical Gardens]",Las Vegas,348
"[Burgers, Hot Dogs, Sandwiches, Restaurants]",Phoenix,347
"[Vegetarian, Pizza, Vegan, Restaurants]",Phoenix,346
"[Korean, Barbeque, Restaurants]",Las Vegas,346
"[Nightlife, Asian Fusion, Sushi Bars, Karaoke, Restaurants]",Scottsdale,345
"[Food, Ethnic Food, Restaurants, Hawaiian, Specialty Food]",Las Vegas,345
"[Thai, Vegetarian, Restaurants]",Tempe,344
"[Hotels & Travel, Car Rental]",Las Vegas,344
"[Fondue, Bars, American (New), Nightlife, Restaurants]",Las Vegas,344
"[Soul Food, Southern, Restaurants]",Las Vegas,343
"[Breakfast & Brunch, Cafes, Restaurants]",Scottsdale,343
"[Bars, American (New), Nightlife, Restaurants]",Phoenix,343
"[Mexican, Restaurants]",Phoenix,342
"[Food, Donuts]",Las Vegas,342
"[Restaurants, Italian]",Las Vegas,341
"[Italian, Pizza, Restaurants]",Las Vegas,341
"[Cafes, American (Traditional), Diners, Restaurants]",Las Vegas,341
"[Japanese, Restaurants]",Las Vegas,340
"[Chicken Wings, Sandwiches, Restaurants]",Pittsburgh,340
"[Breakfast & Brunch, American (New), Restaurants]",Las Vegas,340
"[Bars, Restaurants, Wine Bars, Nightlife, Italian, Pizza]",Las Vegas,340
"[American (Traditional), American (New), Restaurants]",Scottsdale,340
"[Chinese, Restaurants]",Las Vegas,339
"[Wine Bars, Bars, Nightlife, French, Restaurants]",Las Vegas,339
"[Spanish, Mexican, Latin American, Restaurants]",Las Vegas,339
"[Food, Coffee & Tea, Breakfast & Brunch, French, Restaurants]",Las Vegas,338
"[Hotels & Travel, Event Planning & Services, Hotels]",Las Vegas,338
"[American (New), Sushi Bars, Restaurants]",Phoenix,338
"[Steakhouses, Sushi Bars, Japanese, Restaurants]",Scottsdale,337
"[Shopping Centers, Shopping]",Las Vegas,337
"[Seafood, Steakhouses, Restaurants]",Scottsdale,336
"[Brasseries, Breakfast & Brunch, American (Traditional), Restaurants]",Las Vegas,335
"[Mexican, Restaurants]",Las Vegas,335
"[Italian, Pizza, Restaurants]",Tempe,335
"[Breakfast & Brunch, American (Traditional), Restaurants]",Scottsdale,335
"[Bars, American (Traditional), Nightlife, Sports Bars, Barbeque, Restaurants]",Phoenix,335
"[Bars, American (New), Nightlife, Restaurants]",Phoenix,335
"[Hotels & Travel, Arts & Entertainment, Casinos, Event Planning & Services, Hotels]",Las Vegas,334
"[American (New), Restaurants]",Pittsburgh,334
"[Wine Bars, Bars, Restaurants, Nightlife, Tapas/Small Plates]",Scottsdale,333
"[Vegetarian, Chinese, Restaurants]",Las Vegas,333
"[Pubs, Bars, Nightlife, Irish, Restaurants]",Tempe,333
"[Active Life, Climbing, Hiking, Parks]",Phoenix,333
"[Food, Specialty Food, Caterers, Meat Shops, Event Planning & Services]",Las Vegas,332
"[Food, Ice Cream & Frozen Yogurt, Coffee & Tea, Desserts]",Phoenix,332
"[Bakeries, Food, Breakfast & Brunch, Restaurants]",Henderson,332
"[Burgers, American (Traditional), Salad, Restaurants]",Charlotte,331
"[Burgers, Food Stands, Restaurants]",Las Vegas,330
"[Greek, Mediterranean, Diners, Restaurants]",Henderson,330
"[Burgers, Restaurants]",Scottsdale,329
"[Restaurants, Italian]",Las Vegas,329
"[Nightlife, Dance Clubs]",Las Vegas,329
"[Nightlife, Bars, American (Traditional), Sports Bars, Restaurants]",Las Vegas,329
"[Mexican, Restaurants]",Phoenix,329
"[Food, Coffee & Tea, Creperies, Breakfast & Brunch, Restaurants]",Tempe,329
"[Bars, Nightlife, Lounges, Hotels & Travel, Hotels, Event Planning & Services]",Las Vegas,329
"[Active Life, Arts & Entertainment, Amusement Parks]",Las Vegas,329
"[Southern, Barbeque, Restaurants]",Tempe,328
"[Breakfast & Brunch, American (Traditional), Restaurants]",Las Vegas,328
"[Arts & Entertainment, Resorts, Casinos, Event Planning & Services, Hotels & Travel, Hotels]",Scottsdale,328
"[Breakfast & Brunch, Steakhouses, Restaurants]",Las Vegas,327
"[American (New), Cafes, Restaurants]",Phoenix,327
"[Gastropubs, American (New), Restaurants]",Scottsdale,326
"[Vietnamese, Restaurants]",Phoenix,326
"[Vietnamese, Restaurants]",Las Vegas,326
"[Tapas Bars, Restaurants]",Las Vegas,326
"[Soup, Mexican, Restaurants]",Phoenix,326
"[Mexican, Restaurants]",Las Vegas,326
"[Indian, Buffets, Restaurants]",Mesa,326
"[Bakeries, Food, Breakfast & Brunch, American (New), Restaurants]",Las Vegas,326
"[Steakhouses, Restaurants]",Las Vegas,325
"[Nightlife, Dance Clubs]",Las Vegas,325
"[Breakfast & Brunch, American (Traditional), Restaurants]",Henderson,325
"[Burgers, American (New), Restaurants]",Pittsburgh,325
"[Burgers, American (Traditional), Mexican, Restaurants]",Phoenix,324
"[Sushi Bars, Japanese, Restaurants]",Scottsdale,324
"[Seafood, Restaurants]",Las Vegas,324
"[Restaurants, American (New), Italian]",Las Vegas,324
"[Mediterranean, Persian/Iranian, Middle Eastern, Restaurants]",Scottsdale,324
"[Creperies, French, Restaurants]",Las Vegas,324
"[Breakfast & Brunch, American (Traditional), Restaurants]",Las Vegas,324
"[Vegetarian, Vegan, Restaurants]",Phoenix,323
"[Seafood, Steakhouses, Restaurants]",Las Vegas,323
"[Ramen, Japanese, Restaurants]",Tempe,323
"[Ramen, Japanese, Restaurants]",Las Vegas,323
"[Local Services, Mobile Phone Repair, IT Services & Computer Repair, Electronics Repair]",Las Vegas,323
"[Bars, American (New), Nightlife, Restaurants]",Las Vegas,323
"[Arts & Entertainment, Cinema]",Scottsdale,323
"[American (New), Restaurants]",Las Vegas,323
"[Day Spas, Hotels & Travel, Beauty & Spas, Event Planning & Services, Hotels]",Phoenix,322
"[Thai, Restaurants]",Phoenix,322
"[Hobby Shops, Shopping]",Las Vegas,322
"[American (Traditional), Steakhouses, Seafood, Restaurants]",Las Vegas,322
"[American (New), Restaurants]",Las Vegas,322
"[Hotels & Travel, Event Planning & Services, Hotels]",Scottsdale,321
"[Seafood, Steakhouses, Restaurants]",Scottsdale,321
"[Hotels & Travel, Event Planning & Services, Hotels]",Las Vegas,321
"[Food, Desserts, Gelato, Ice Cream & Frozen Yogurt]",Las Vegas,321
"[Burgers, Fast Food, Hot Dogs, Restaurants]",Tempe,321
"[Asian Fusion, Sushi Bars, Japanese, Restaurants]",Las Vegas,321
"[Mexican, Restaurants]",Las Vegas,320
"[Hotels & Travel, Airlines, Transportation]",Las Vegas,320
"[Sushi Bars, Japanese, Restaurants]",Las Vegas,319
"[Vietnamese, Restaurants]",Las Vegas,319
"[Seafood, Bars, Caribbean, Nightlife, Restaurants]",Las Vegas,319
"[Italian, American (New), Restaurants]",Phoenix,319
"[Museums, Arts & Entertainment]",Las Vegas,318
"[Breakfast & Brunch, Cafes, Comfort Food, Restaurants]",Las Vegas,318
"[Steakhouses, Restaurants]",Las Vegas,317
"[Seafood, Cajun/Creole, Restaurants]",Mesa,317
"[Italian, Pizza, Restaurants]",Scottsdale,317
"[Buffets, Restaurants]",Las Vegas,317
"[Museums, Arts & Entertainment]",Las Vegas,316
"[Shopping Centers, Shopping]",Scottsdale,316
"[Hotels & Travel, Arts & Entertainment, Casinos, Event Planning & Services, Hotels]",Las Vegas,316
"[German, Pubs, Bars, Nightlife, Restaurants]",Pittsburgh,316
"[Food, Tea Rooms, Japanese, Restaurants]",Phoenix,316
"[Food, Coffee & Tea]",Phoenix,316
"[American (New), Restaurants]",Las Vegas,316
"[Burgers, American (New), Restaurants]",Madison,315
"[Steakhouses, Barbeque, Restaurants]",Scottsdale,315
"[Bakeries, Food, Cafes, Sandwiches, Restaurants]",Montreal,315
"[Food, American (Traditional), Breweries, Restaurants]",Las Vegas,315
"[Sushi Bars, Japanese, Restaurants]",Phoenix,315
"[Fashion, Shopping, Shoe Stores, Outlet Stores]",Phoenix,314
"[Steakhouses, Sushi Bars, Japanese, Restaurants]",Las Vegas,314
"[Greek, Vegetarian, Mediterranean, Restaurants]",Las Vegas,314
"[Food, Desserts, American (Traditional), Restaurants]",Las Vegas,314
"[Asian Fusion, Sushi Bars, Japanese, Restaurants]",Tempe,314
"[American (Traditional), Fast Food, Chicken Wings, Restaurants]",Las Vegas,314
"[Mexican, Restaurants]",Henderson,312
"[Italian, Pizza, Sandwiches, Restaurants]",Phoenix,312
"[Breakfast & Brunch, Cafes, Restaurants]",Phoenix,311
"[Breakfast & Brunch, American (New), Restaurants]",Las Vegas,311
"[Barbeque, Chinese, Restaurants]",Las Vegas,310
"[Museums, Arts & Entertainment]",Las Vegas,309
"[Seafood, Chinese, Restaurants]",Las Vegas,309
"[Nightlife, Dance Clubs]",Las Vegas,309
"[Middle Eastern, Vegetarian, American (New), Mediterranean, Restaurants]",Scottsdale,309
"[Hotels & Travel, Arts & Entertainment, Casinos, Event Planning & Services, Hotels]",Las Vegas,309
"[Bars, Restaurants, Nightlife, Lounges, Italian]",Las Vegas,309
"[Food, Coffee & Tea, Cafes, Breakfast & Brunch, Restaurants]",Phoenix,308
"[Food, Beer, Wine & Spirits, American (New), Food Court, Restaurants]",Phoenix,308
"[Vegetarian, Cafes, Restaurants]",Las Vegas,307
"[Restaurants, Italian]",Las Vegas,306
"[Food, Juice Bars & Smoothies, Breakfast & Brunch, American (New), Restaurants]",Scottsdale,306
"[Bakeries, Food, Desserts]",Las Vegas,306
"[Arts & Entertainment, Stadiums & Arenas]",Pittsburgh,306
"[Japanese, Restaurants]",Las Vegas,305
"[American (Traditional), Diners, Restaurants]",Madison,305
"[Sushi Bars, Restaurants]",Las Vegas,304
"[Steakhouses, Restaurants]",Las Vegas,304
"[Restaurants, Italian]",Las Vegas,304
"[Barbeque, Restaurants]",Phoenix,304
"[Shopping, Home Decor, Home & Garden, Furniture Stores]",Tempe,303
"[French, Restaurants]",Scottsdale,303
"[Buffets, Restaurants]",Las Vegas,302
"[Seafood, Fish & Chips, Hawaiian, Restaurants]",Scottsdale,302
"[Food, Desserts, Shaved Ice, Ice Cream & Frozen Yogurt]",Las Vegas,302
"[Food, Coffee & Tea, Breakfast & Brunch, Vegan, Restaurants]",Phoenix,302
"[Delis, Restaurants, Pizza, Italian]",Las Vegas,302
"[Asian Fusion, Restaurants]",Las Vegas,302
"[Pizza, Restaurants]",Las Vegas,301
"[Bars, Nightlife, Lounges]",Phoenix,301
"[Food, Pizza, American (New), Breweries, Restaurants]",Henderson,301
"[Burgers, Food, Brasseries, Candy Stores, Specialty Food, Restaurants]",Las Vegas,301
"[Mexican, Restaurants]",Phoenix,300
"[German, Restaurants]",Glendale,299
"[Pakistani, Bars, Indian, Nightlife, Restaurants]",Las Vegas,299
"[Mexican, Restaurants]",Scottsdale,299
"[Food, Ice Cream & Frozen Yogurt, Restaurants]",Scottsdale,299
"[Food, Beer, Wine & Spirits, Vegetarian, Mexican, Restaurants]",Las Vegas,299
"[Bars, Vegetarian, Wine Bars, Nightlife, American (New), Restaurants]",Phoenix,299
"[Restaurants, Italian]",Las Vegas,298
"[Hotels & Travel, Arts & Entertainment, Casinos, Event Planning & Services, Hotels]",Las Vegas,298
"[Gluten-Free, Indian, Vegan, Restaurants]",Tempe,298
"[Bars, Cafes, Nightlife, Restaurants]",Phoenix,298
"[Bars, Dance Clubs, Nightlife, Lounges, American (New), Restaurants]",Las Vegas,297
"[Thai, Restaurants]",Las Vegas,297
"[Sushi Bars, Japanese, Restaurants]",Las Vegas,297
"[Live/Raw Food, Seafood, Restaurants, Italian]",Las Vegas,297
"[Hotels & Travel, Event Planning & Services, Hotels]",Las Vegas,297
"[Bars, Nightlife, Lounges]",Phoenix,297
"[American (Traditional), Restaurants]",Las Vegas,296
"[Italian, Pizza, Restaurants]",Las Vegas,296
"[Sandwiches, Restaurants]",Chandler,295
"[Mexican, Tex-Mex, Restaurants]",Phoenix,295
"[Mexican, Restaurants]",Scottsdale,295
"[Live/Raw Food, Vegetarian, Vegan, Restaurants]",Charlotte,295
"[Food, Sandwiches, Coffee & Tea, Breakfast & Brunch, Restaurants]",Gilbert,294
"[Thai, Chinese, Restaurants]",Las Vegas,294
"[Professional Services, Television Service Providers, Home Services, Internet Service Providers]",Phoenix,294
"[Hair Salons, Day Spas, Beauty & Spas]",Las Vegas,294
"[Burgers, Breakfast & Brunch, American (Traditional), Restaurants]",Phoenix,294
"[Breakfast & Brunch, Restaurants]",Madison,294
"[Breakfast & Brunch, American (Traditional), Restaurants]",Las Vegas,294
"[Bars, Mexican, Music Venues, Arts & Entertainment, Nightlife, Lounges, Restaurants]",Phoenix,294
"[Arts & Entertainment, Music Venues, Burgers, Nightlife, American (New), Restaurants]",Las Vegas,294
"[American (Traditional), Restaurants]",Phoenix,294
"[Hotels & Travel, Event Planning & Services, Hotels]",Las Vegas,293
"[Breakfast & Brunch, American (New), Restaurants]",Charlotte,293
"[American (Traditional), Restaurants]",Las Vegas,293
"[American (New), Restaurants]",Scottsdale,292
"[Bars, Pizza, Nightlife, Restaurants]",Tempe,292
"[Breakfast & Brunch, American (New), Restaurants]",Phoenix,291
"[Italian, Pizza, Gluten-Free, Restaurants]",Tempe,291
"[Restaurants, Pizza, Italian]",Phoenix,291
"[Cheesesteaks, Sandwiches, Restaurants]",Las Vegas,291
"[American (New), Restaurants]",Las Vegas,291
"[Seafood, American (New), Restaurants]",Las Vegas,290
"[Gluten-Free, Asian Fusion, Chinese, Restaurants]",Las Vegas,290
"[Restaurants, Pizza, Italian]",Scottsdale,289
"[Steakhouses, Restaurants]",Phoenix,289
"[Pubs, Bars, Restaurants, Nightlife, Gastropubs]",Las Vegas,289
"[Burgers, Breakfast & Brunch, American (Traditional), Restaurants]",Tempe,289
"[Bars, American (Traditional), Pubs, Nightlife, Sports Bars, Restaurants]",Phoenix,289
"[American (Traditional), Buffets, Restaurants]",Las Vegas,289
"[American (New), Restaurants]",Las Vegas,289
"[Bakeries, Food]",Las Vegas,288
"[Thai, Restaurants]",Las Vegas,288
"[Sushi Bars, Japanese, Restaurants]",Scottsdale,288
"[Italian, Pizza, Restaurants]",Phoenix,288
"[Cocktail Bars, Bars, Mexican, Nightlife, Restaurants]",Las Vegas,288
"[Bars, Mexican, Nightlife, Restaurants]",Mesa,288
"[Asian Fusion, Sushi Bars, Japanese, Restaurants]",Las Vegas,288
"[American (Traditional), Restaurants]",Chandler,288
"[Japanese, Restaurants]",Henderson,287
"[French, Restaurants]",Scottsdale,287
"[American (Traditional), Diners, Restaurants]",Charlotte,287
"[Hotels & Travel, Arts & Entertainment, Casinos, Event Planning & Services, Hotels]",Las Vegas,287
"[Arts & Entertainment, Performing Arts]",Las Vegas,286
"[Wine Bars, Bars, American (New), Nightlife, Restaurants]",Scottsdale,286
"[Latin American, Restaurants]",Pittsburgh,286
"[Food, Hot Dogs, American (New), Food Trucks, Restaurants]",Phoenix,286
"[Food, Desserts, Steakhouses, Restaurants]",Las Vegas,286
"[American (Traditional), Restaurants]",Tempe,286
"[Active Life, Zoos]",Phoenix,286
"[Seafood, Restaurants]",Las Vegas,285
